review_score,review_text,sentimento,x,y
4,Muito bim,Positivo,15.876087,0.8241829
5,"Serviço prestado de forma elogiável. Rogo que permaneçam sempre assim, pois o produto foi entregue bem antes do tempo.",Muito Positivo,14.996002,11.085875
1,"Não sei o que aconteceu, mas ainda não recebi o produto!",Muito Negativo,8.922732,12.962053
1,Ainda esta no prazo para entrega,Muito Negativo,9.99286,13.225121
5,Excelente!,Muito Positivo,15.736516,4.6310015
5,otimo produto e qualidade e atendimento top,Muito Positivo,14.151648,13.366023
5,Muita agilidade,Muito Positivo,13.29796,8.262677
5,"Preciso da nota FISCAL QUE NÃO VEIO JUNTO COM O PRODUTO
ATT",Muito Positivo,7.5948997,11.876396
1,"Não gostei do matéria das cotinas,achei muito veias.",Muito Negativo,9.672062,10.198614
5,excelente produto,Muito Positivo,13.284649,13.555306
5,"Foi tudo correto , acompanhamento da entrega ,servico eficiente ",Muito Positivo,14.096273,5.8311486
3,"Comprei 2 cartuchos achando que eram do mesmo fornecedor. Por fim paguei 2 fretes desnecessários pois 2 cartuchos foram enviados separadamente em datas diferentes .
Não gostei. ",Neutro,7.0746546,10.644326
5,"OTIMA FORMA DE VENDAS, PELA CONFIANÇA QUE ESTA LOJA PROPORCIONA",Muito Positivo,13.129375,2.0435193
5,produto de qualidade e chegou em menos de 2 dias,Muito Positivo,14.781383,11.382293
3,"So recebi uma unidade, comprei dois aparelhos pretos.
Só chegou um.
",Neutro,6.987336,10.036226
5,Entrega rápida. Tudo nos conformes. Ágil ,Muito Positivo,12.448433,8.128016
5,Recomendo a todos do lannister.com,Muito Positivo,11.86942,12.349885
1,Não recebi o produto. ,Muito Negativo,7.962571,10.989214
5,"Excelente atendimento, produto chegou antes do previsto, muito obrigada.",Muito Positivo,14.496223,10.65314
4,Amei o fato de ter recebido o produto antes mesmo do prazo vencer.,Positivo,14.401199,10.385811
5,Produto ótimo conforme a descrição. Super recomendo o produto,Muito Positivo,13.105686,11.797258
5,Recebi o relógio antes do prazo anunciado pelo site! O produto veio bem embalado. Recomendo esse parceiro. ,Muito Positivo,14.515328,11.191904
5,"Design incrível, otima qualidade.",Muito Positivo,13.791267,12.96679
5,"já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10
Muito Obrigado",Muito Positivo,12.620323,12.372735
5,Elogiável,Muito Positivo,16.167173,4.8174095
5,A entrega foi rápida e eficiente! ,Muito Positivo,13.377886,9.160135
1,Até o momento não recebi a mercadoria ...estou aguardando ..vou cancelar a compra,Muito Negativo,8.195204,12.252241
1,Entregaram cartucho errado. Pedi 02 cartuchos 60 xl preto hp e entregaram 01 cartucho 662 xl preto e 01 cartucho 662xl colorido. Aguardo a troca ,Muito Negativo,7.5627456,10.067533
3,Eu gostei muito mas esperava mais do material achei fraquinha..,Neutro,10.252336,9.644855
5,"Incrível trabalho que foi feita, produto entregue muito rápido, em uma semana já estava na minha casa, recomendo a todos, vale a pena.",Muito Positivo,13.443474,9.955102
5,produto chegou antes do prazo estabelecido.,Muito Positivo,15.948536,10.842862
2,Encomendei 2 itens só chegou 1. ,Negativo,6.9485807,10.035018
5,bom produto,Muito Positivo,13.34342,14.371148
1,AINDA AGUARDO A ENTREGA DESTE PRODUTO. NÃO FORAM ENTREGUES NENHUMA DAS UNIDADES COMPRADAS,Muito Negativo,12.713784,2.1022894
2,"comprei a maquina com 2 bastidores extras, entretanto veio faltando o bastidor de bolso, fiz diversos contatos com a loja e email porem sem retorno. Aguardo contato e resolução do problema",Negativo,7.6356583,11.888808
1,Não recebi o meu produto e gostaria de saber porque!? ,Muito Negativo,8.035987,11.090612
5,TUDO OK,Muito Positivo,-12.349233,5.1599813
5,"Gosto bastante de comprar pelo site de voces, sempre fico feliz.
Obrigada",Muito Positivo,13.518367,7.7580314
5,"tudo ok, recebi bem antes do prazo, tudo de bom",Muito Positivo,15.412616,9.1016865
5,"Empresa 100% Confiável. Agilidade na entrega ,e produto de alta qualidade, minha Esposa amou conj.Ap de Jantar porcelanato 20pcs Casambient. Parabéns targaryen ",Muito Positivo,13.339901,11.282662
4,Tudo certo,Positivo,13.643168,5.0052094
5,produdo muito bom recomendo pra todos,Muito Positivo,13.393212,7.337596
2,"Estou avaliando com 2 estrelas pois o produto veio com problema na palmilha.
Estou aguardando contato do fornecedor para efetuar a troca.",Negativo,9.457407,12.9762
5,Adoro comprar nas lojas lannister! Vcs são excelentes... parabénsss!😘😘,Muito Positivo,12.008237,12.473034
5,Adorei o produto,Muito Positivo,12.255611,10.363237
5,"Protudo de otima qualidade...chegou antes do prazo de entrega...Parabéns 
",Muito Positivo,15.218959,10.068556
1,B2W ANUNCIA produto que não tem para vender o que compromete a confiança do consumidor na marca. ,Muito Negativo,8.259644,11.153986
3,"Os pincéis em si são bons, porém, foram enviados na cor diferente da comprada, não recomendo este parceiro!",Neutro,8.00204,8.930856
5,"Muito bom, foi entregue antes do prazo e os produtos de alta qualidade.",Muito Positivo,15.161519,10.863717
3,"Pedi dois tapetes, mas só chegou um.
Estou aguardando chegar o outro.
Espero q chegue logo. O q devo fazer???",Neutro,7.124352,9.896664
5,O produto veio como descrito na página e chegou bem antes do prazo determinado. Recomendo!,Muito Positivo,15.4307785,10.878981
5,Produto perfeito e entregue antes do prazo!!,Muito Positivo,14.379501,10.282225
5,CUMPRIU O PROMETIDO.,Muito Positivo,15.315355,1.0716419
1,Não tenho nada a declarar pq cancelei a compra no dia 13/02/2018 e não recebi nenhuma entrega,Muito Negativo,7.8170643,12.563189
4,boa,Positivo,14.682616,2.164696
5,"ótima loja, comprei a carteira na cor marrom, mas a loja entrou em contato,e avisou que a marrom estava com defeito e que teria a preta, aceitei a preta. Precisamos de lojas mais competentes, cm essa!",Muito Positivo,11.988452,12.846513
3,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais",Neutro,7.9097447,12.120801
5,"OTIMO , ",Muito Positivo,13.672001,0.517717
5,Satisfeito com a aquisição e o produto. ainda não instalei.,Muito Positivo,9.08271,13.14156
1,Não veio a cor que solicitei marquei azul e veio vermelho estou insatisfeito com o vendedor gostaria de saber qual será a solução que vcs vão me dar,Muito Negativo,7.915126,9.03187
2,"O prazo de entrega é enorme. Não voltarei a comprar, pois recebi 17 dias depois do pedido ter sido recebido (vocês terem reconhecido o pagamento).",Negativo,7.9138293,13.04633
1,Recebi o produto incompleto!! Realizei a compra de.2 portas-retratos e no entanto só veio 1 porta retrato no pacote. Estou tentando entrar em contato com lannister . com e não consigo resolver.,Muito Negativo,8.580777,12.244609
4,muito platico,Positivo,12.695311,6.360617
5,"Já uso esta pastilha à algum tempo, ótimo produto.",Muito Positivo,13.043022,11.333098
5,"Excelente produto, mas a entrega foi extremamente demorada.",Muito Positivo,9.583803,11.939619
5,"Ótima lojas,indicaria para outros clientes,fiquei satisfeito com o produto,e a loja está de parabéns",Muito Positivo,12.183158,12.415715
5,Ainda não fiz o teste... mas chegou tudo certinho!!!,Muito Positivo,9.362029,13.379929
5,Chegou antes do prazo,Muito Positivo,16.120262,9.385623
5,Recebi um dos produtos até antes do prazo estipulado. Tudo perfeito e ótimo atendimento.,Muito Positivo,14.375239,10.718031
1,Ainda nas mãos do correio,Muito Negativo,6.977567,12.415065
5,Sou cliente e minhas compras sempre chegaram no prazo,Muito Positivo,11.636029,12.246443
5,A entrega do produto foi correta e entregue 15 dias antes do prazo previsto.,Muito Positivo,15.809183,10.972941
4,Produto bom. Dentro das expectativas. Acertei na compra.,Positivo,13.585145,10.9479065
5,"embalagem apropriada, entregue dentro do prazo",Muito Positivo,15.362225,12.557235
4,Sem comentários,Positivo,8.832573,8.06967
4,Entrega rapida. Produto muito bem embalado.,Positivo,13.236367,9.879428
5,"Produto maravilhoooooso.
Chegou super protegido e intacto.
namaste",Muito Positivo,11.599979,9.355816
3,Entrega rápida e correta,Neutro,12.265453,8.269198
5,Produto chegou antes do prazo previsto ,Muito Positivo,15.984261,10.836611
5,Recomendo inclusive minhas colegas já pediram estão aguardando a entrega fiquei muito contente vou fazer mais pedidos novos nos próximos meses passei para minhas filhas aliás a família toda .,Muito Positivo,14.80277,9.027362
5,Impecável ,Muito Positivo,14.336926,0.704294
5,Chegou em perfeitas condições,Muito Positivo,14.516948,5.8799314
5,"Produto melhor do que eu esperava. Chegou antes do prazo, cabe em qualquer lugar, não toma espaço nenhum. Amamos",Muito Positivo,15.043107,10.319663
3,Bom,Neutro,16.045519,0.6532899
5,"Muito confiável, chegou tudo certo! ",Muito Positivo,13.814952,5.419594
5,Muito bom obrigado ,Muito Positivo,14.5108595,7.2205033
5,Recebi o produto antes do prazo. Preço bom e qualidade. Recomendo.,Muito Positivo,13.956111,11.053799
5,"dentro do prazo,bem embalado, valeu a pena comprar.",Muito Positivo,12.317662,11.418149
2,"Ainda falta entregar uma colcha de cama de casal.
um dos jogos de lençol não foi o mesmo que escolhi.",Negativo,7.289502,9.895029
4,Sempre comprei pela lannister.Nunca tive problema. Recomendo.,Positivo,11.448827,12.099217
1,A tampa ficou pequena e não cobriu todo o cooktoop,Muito Negativo,9.190006,10.189926
2,"Comprei 4 itens, chegaram 3 em separado e ainda falta um. Quero uma solução!!*",Negativo,7.13994,10.28355
5,recebi o produto correto dentro do prazo,Muito Positivo,14.4774275,11.149558
2,comprei a mochila da Patrulha Canina e veio a mochila da Frozen. Estou tentanto trocar o pedido no site e dar erro de conexão.,Negativo,7.6314764,12.3230505
5,"Relógio lindo, chegou no prazo, bem embalado, recomendo a compra, comprei pelo parceiro targaryen.",Muito Positivo,17.958838,9.108159
5,recomendo,Muito Positivo,14.739214,6.6709533
1,quero meu dinheiro de volta,Muito Negativo,6.9967875,11.503974
2,"Na verdade não estou falando mal da loja em si ,mas sim do produto que adquiri que é de péssima qualidade",Negativo,9.548789,11.006916
1,Paguei por 2 unidades do produto e só recebi uma.,Muito Negativo,6.963882,10.315072
5,"Entrega no prazo, produto de acordo com o pedido, excelente",Muito Positivo,14.796324,12.153933
5,"muito bom, recebi o produto antes do prazo estabelecido.",Muito Positivo,14.613168,10.678589
4,Parece bom,Positivo,10.584499,3.2134707
4,"Como comprei o celular e a capa+ película juntos, o. Ideal era receber tudo junto.",Positivo,10.107257,9.942338
5,Produto muito bom!,Muito Positivo,13.780344,13.820584
5,"Produtos de ótima qualidade, chegaram bem antes do prazo determinado. Recomendo.",Muito Positivo,15.129978,10.885912
4,Recomendo para qualquer pessoa fazer a compra nesta loja pois a entrega ocorreu antes do prazo.,Positivo,12.553645,12.3727
5,O produto foi entregue dentro do prazo.,Muito Positivo,15.26341,12.133488
1,"Produto não é o mesmo mostrado, o fone não é auricular e tem cerca de 30cm, a embalagem veio danificada, rachada e faltando pedaço, o vendedor não retorna o pedido de devolução e ressarcimento.",Muito Negativo,9.009155,10.127746
2,Acho que deveria dar satisfação ,Negativo,13.72814,7.028179
1,O objeto é caso plantar com plantas de polietileno decorativos... Mas não vem a planta,Muito Negativo,9.179883,10.045944
3,"O produto chegou dentro do prazo, com um leve amassado e faltando 3 porcas.",Neutro,8.724525,10.65383
4,Gosto muito dessa loja.Compro com frequência.,Positivo,11.881359,12.721979
5,"Produto excelente, preço melhor ainda, entrega no prazo. Perfeito!",Muito Positivo,14.064522,11.887448
1,Mal embalado e por ser de vidro veio quebrado e estou aguardando posição do vendedor.,Muito Negativo,8.269548,11.495932
3,Estou dando três estrelas porque não usei o aparelho só teste.i,Neutro,9.369816,13.227458
4,"Produto entregue antes do prazo, muito bom. ",Positivo,14.789242,11.349564
5,"Recomendo, entrega antes do prazo.

",Muito Positivo,15.512574,9.009787
1,"toalhas muito finas, qualidade inferior",Muito Negativo,9.976695,9.7565975
1,Estou esperando o produto.,Muito Negativo,9.982489,13.311117
4,Entrega boa,Positivo,11.125185,3.395442
5,Recomendo para outros,Muito Positivo,11.1393175,-6.0166802
5,Produto muito bom!,Muito Positivo,13.750378,13.795461
2,A máquina tem um acabamento fantástico e é muito resistente eu indico valeu a compra!,Negativo,11.450177,9.9542
5,nice,Muito Positivo,16.232235,3.2665632
3,"Recebi bem rápido, Mas a bateria da câmera não está carregando, isto é não pega carga....",Neutro,8.909967,9.435747
5,"Muito Bom, Produto, entrega",Muito Positivo,13.7164135,9.245577
4,"Bom produto e entrega!
",Positivo,13.574543,12.305064
1,"Sempre comprei nas lojas lannister e nunca tive problemas com a entrega, porém dessa vez estou insatisfeito com o prazo dessa entrega. ",Muito Negativo,9.374386,12.243782
5, Produto de otima qualidade e muito bonita. Parabens. Chegou um mes antes do prazo.,Muito Positivo,14.9934845,10.602065
5,Produto foi entregue muito antes do prazo determinado.,Muito Positivo,15.946027,10.752495
5,Muito bom o produto chegou no prazo e serviu direitinho.,Muito Positivo,14.755059,11.556463
5,muito bom parabem ,Muito Positivo,12.761214,6.2323365
2,"Recebi produto diferente do que comprei. Comprei luminária branca fria e me entregaram neutra.
Trata-se de produto para instalação em meu cliente e vou perder o prazo para entrega do serviço.",Negativo,8.7164345,12.572399
1,O produto entregue é diferente do anunciado já que no próprio anúncio não dizia que seria de plástico então quero a troca ou no meu dinheiro de volta. ,Muito Negativo,8.41011,10.701783
4,adorei,Positivo,12.256158,7.0277905
5,"Relógio lindo, entrega bem antes do prazo.",Muito Positivo,17.945808,9.09554
5,muito bom,Muito Positivo,10.569951,3.2247732
1,"O pedido foi de 2 cadeiras,mas foi recebido só 1.",Muito Negativo,7.0538445,9.442256
5,"Eu sou apaixonada pelo baratheon.
Sou compradora desde o início da loja.",Muito Positivo,11.937857,12.754101
5,"Previsto para chegar 27/11, mas já está em minhas mãos. Apesar de achar que eles jogam o prazo ""lá pra cima"", foi tudo realmente rápido pois entre o pedido e a entrega foram exatamente 3 dias!",Muito Positivo,7.7684274,13.394062
5,"Entrega muito rapida, antes mesmo da data prevista, produto Muito bem protegido para entrega. Funcionando como o esperado. Nota 10.",Muito Positivo,15.353478,11.644336
5,Produto chegou rápido em ótimas condições e com um preço bem acessível. ,Muito Positivo,13.339457,9.794237
5,Entregue bem antes do prazo!,Muito Positivo,15.875021,8.6185
5,Produto original e entregue no prazo. Parabéns. ,Muito Positivo,14.234772,11.120658
5,"Entregou antes do previsto, minha filha amou o relógio.",Muito Positivo,17.935455,9.099461
5,Produto entregue antes do prazo e estava tudo correto.,Muito Positivo,15.29841,11.0251255
4,Entrega rápida e ainda aguardando testar o produto ,Positivo,10.201189,13.185545
5,Compra segura e entrega rápida.,Muito Positivo,13.014382,9.486875
1,"Recebi o produto no prazo certo, mas está com defeito, não está funcionando! ",Muito Negativo,8.863836,12.453318
2,"Eu não recebi, porém acredito que seja reflexo da greve. ",Negativo,8.833538,8.808739
5,"Como sempre tudo maravilhoso. 
Produtos de qualidade e entrega super rápida.
Parabéns a todos da targaryen - lannister.
",Muito Positivo,13.171267,10.127182
5,"Parabéns pelo serviço, chegou no prazo e estou satisfeito com o produto.",Muito Positivo,13.673609,10.915745
4,"Uma compra simples, e uma entrega dentro do prazo esperado. O produto parece de boa qualidade. Com mais dias de uso, claro, poderia dar uma opinião mais adequada.",Positivo,14.336238,11.903171
1,"Ainda não recebi o produto, não tenho opinião sobre ele. Demora na entrada ",Muito Negativo,9.117471,12.947739
1,"Comprei 2 itens, um rosa e outro preto mas recebi os 2 pretos.",Muito Negativo,7.0092797,9.937683
5,Produto entregue antes do prazo.. tudo funcionando certinho.. gostei bastante do brinquedo voa bem.. dentro das suas limitações. Recomendo,Muito Positivo,13.9032755,10.686595
1,"Apesar de ser entregue antes do prazo combinado, o produto veio nas cores erradas! Comprei na cor cobre e veio um dourado e outro cobre! Não adianta entregar antes do prazo se estão mandando o errado!",Muito Negativo,7.961568,8.956595
4,Boa,Positivo,14.678798,2.1625261
5,"Exatamente o que eu estava procurando, deu certinho",Muito Positivo,11.826263,10.870543
5,O relógio é lindo gostei muito. Em relação a embalagem veio muito bem protegido. ,Muito Positivo,17.983677,9.088184
1,Não recebi o produto ainda,Muito Negativo,9.135791,13.1322775
3,"eu paguei o frete para me entregarem em casa mas infelismente eu tive que ir retirar no correio , me senti lesado para que cobram o frete se naõ entregam .",Neutro,6.9141946,11.997546
2,Difícil diálogo com vendedor ,Negativo,12.504016,13.093863
1,"Não sei onde o produto se perdeu, mas saiu de Curitiba e não chegou no Rio. Nenhuma satisfação",Muito Negativo,8.606054,13.000685
2,"Produto chegou errado, preciso que resolva com urgência",Negativo,9.103472,10.793356
5,"Excelente produto, chegou muito antes do prazo, veio com pilha, porém não funcionava. ",Muito Positivo,9.725218,11.042532
1,"Não recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo é uma confusão e burocracia péssimo péssimo, a minha sorte e que tinha as fotos.",Muito Negativo,7.17924,11.549011
4,AINDA NÃO CHEGOU OS OUTROS PRODUTOS,Positivo,12.751354,2.2441869
1,"Senhores responsáveis pela empresa lannister.com.
Venho por meio desta informar que o produto "" Canela de velho "" Remédio natural que eu Diego Machado Lopes encomendei veio errado , pois foram duas ",Muito Negativo,8.707591,10.992874
1,ainda aguardando,Muito Negativo,9.902304,13.859714
5,Recebi antes do prazo o produto veio exatamente como descrito na publicação. Obrigada.,Muito Positivo,14.709227,11.092778
1,"Pedido entregue incompleto.
Solicitado 2 faixas.
Recebido somente 1.
Como proceder?",Muito Negativo,6.9929724,10.014885
5,"Produto muito bom! Chegou antes do prazo, e ficou certinho na cama da minha filha. Super recomendo!",Muito Positivo,11.8257065,9.192592
3,"Gostaria de saber onde é a garantia, pois o mesmo já possui arranhões.",Neutro,12.135215,10.757903
3,Fiquei na dúvida se o produto é original ? A fixação e diferente do que comprei no EUA. ,Neutro,9.325306,10.970611
5,gostei muito linda,Muito Positivo,12.289771,7.3814764
5,Ótima qualidade! ,Muito Positivo,15.800827,5.2089195
5,Recebi até antes da data prevista. Chegou td em ordem,Muito Positivo,15.647495,9.492687
5,"Recebi o produto no prazo, em perfeitas condições. ",Muito Positivo,14.335874,11.229864
5,Só nao entendi porque a caixa veio aberta. Mais fora isso tá perfeito veio tudo certinho.,Muito Positivo,8.8939705,9.695621
5,Recomendo a todos. O produto cheio muitoooo antes do previsto. Veio muito bem embalado.,Muito Positivo,14.539709,11.004892
3,"O produto muito bom, só que veio com 3 arranhões em uma das portas.",Neutro,13.548015,12.147408
5,"O produto é bom, bonito tem bom acabamento",Muito Positivo,13.457913,13.135318
1,produto entregue pelos correios que não atualizou status de rastreamento e nem entregou produto ,Muito Negativo,7.9685054,12.348702
3,Enchimento de almofadas de baixa qualidade. Não recomendo. Cada uma de um tamanho e grossura diferentes. Tecido veio rasgado. Horrível.,Neutro,9.613576,10.018171
4,sem comentario,Positivo,8.830294,8.076165
5,Produto entregue antes da data. Recomendo.,Muito Positivo,14.908423,11.371442
5,"O produto é bonito,acredito que de Boa qualidade,maior do que pensei. Parece bem resistente.",Muito Positivo,10.925284,10.057647
5,Produto entregue no no prazo e com qualidade!,Muito Positivo,14.692283,12.1967325
5,Tudo ocorreu bem. Satisfeito.,Muito Positivo,14.110868,5.781353
5,Muito bom,Muito Positivo,18.35065,-3.21347
5,"Excelente produto, muito bem feito. ",Muito Positivo,13.474906,13.1658945
5,"Foi tudo normal , como é mesmo uma compra por internet. Obrigado.",Muito Positivo,11.956963,11.709337
1,Não foi entregue até o momento .,Muito Negativo,8.140403,13.253807
3,nota 10,Neutro,5.4559736,16.582256
5,gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.,Muito Positivo,13.846857,10.988511
5,"Produto ótimo, entregue varios dias antes do prazo",Muito Positivo,14.890147,11.640121
5,recomendo,Muito Positivo,14.747177,6.663963
5,boa tarde vocês e pontual,Muito Positivo,14.975411,7.539745
1,"Não sei se o problema foi a transportadora ou a empresa de cadeiras, mas, das 3 cadeiras ""presidência"", são uma foi entregue.",Muito Negativo,7.074365,9.289417
5,"Excelente microfone, acaba sendo um pouco desconfortável se usar durante muito tempo, mas no geral é bom.",Muito Positivo,9.180955,9.463536
3,bom,Neutro,15.434108,0.9198562
4,Muito bom o Ferro sem fio ,Positivo,10.866411,3.3302722
2,O relógio com pingente de coruja veio com defeito,Negativo,18.146631,8.931631
1,Comprei três produtos na targaryen e não recebi nenhum. Todos através das lojas lannister..,Muito Negativo,7.659159,10.798464
2,"produto incompleto, qualidade ruim.",Negativo,9.40998,10.627678
3,Produto bem menor do que o esperado. ,Neutro,9.823189,10.326092
5,Produto excelente chegou muito rápido recomendo,Muito Positivo,13.215748,9.571415
5,"Ótimo produto, entregue bem antes do prazo, muito satisfeita com esse vendedor e com o produto.",Muito Positivo,13.386262,12.078638
3,bom,Neutro,15.412105,0.9329351
5,"O produto foi entregue em 4 dias, o fornecedor inspira a minha confiança eu o recomendo. ",Muito Positivo,13.757357,11.218913
1,"Além do produto não ter chegado, não me respondem",Muito Negativo,8.181725,11.461716
3,"Pelo valor, é uma mochila boa. Os fechos são um pouco dificeis de manejar e alguns bolsos nunca ficarão 100% fechados (não é bom pra colocar moedas e coisas pequenas).
Um zíper também veio sem o fech",Neutro,11.123615,10.547319
5,Muito bom produto!,Muito Positivo,13.260262,13.195674
5,Adorei entrega rápida e a for tinha e a toalha são lindas,Muito Positivo,12.722869,10.338943
4,"O produto foi entregue o prazo, mas este prazo poderia ser menos.",Positivo,9.886351,12.297691
5,"Mais uma vez a empresa falida ""correios"" falhou na entrega, prejudicando assim a loja e o cliente. Precisamos escolher outras formas de envio urgente.",Muito Positivo,7.82827,11.991166
3,Produto veio errado,Neutro,9.154169,10.708953
5,Muito bom.,Muito Positivo,12.928627,5.172442
1,"Produto chegou em péssimo estado, sujo, lascado, rasgado e não consigo nem ligar nem enviar email para fazer minha reclamação e pedir meu dinheiro de volta.",Muito Negativo,8.625949,11.33239
5,Ótima compra ,Muito Positivo,12.033523,11.349281
5,Entrega muito rapida ,Muito Positivo,12.28092,8.297146
5,Adorei o produto e as cores parabéns a loja!!!,Muito Positivo,13.420169,10.671914
5,Com 10 dias o produto chegou. Tamanho excelente e linda lancheira meu filho adorou! Ótimo acabamento!,Muito Positivo,12.939836,10.915122
4,"Muito rápido
Gostei",Positivo,12.534658,7.7681227
1,Ainda não recebi o produto e não consigo entrar em contato com niguem para resolver isso!,Muito Negativo,8.899671,12.557418
1,Boa noite. venho por deste comunicar que recebi apenas o bebe conforto. No ato da entrega faltou o carrinho. Preciso que resolvam o mais rapido possivel. att Alssandro. No aguardo.,Muito Negativo,8.104594,9.486343
1,Veio apenas a metade do pedido.,Muito Negativo,6.8516684,10.33352
2,"Boa tarde, foi antes do prazo ",Negativo,15.847523,9.229743
5,Sensacional compra. Tudo perfeito. Ganhei até brinde. Recomendo. ,Muito Positivo,12.471931,7.46389
4,"não veio tudo em um pacote só, foi chegando separado .. mas chegou tudo certinho ",Positivo,8.985883,9.603199
5,OBRIGADO ,Muito Positivo,14.208033,0.54777443
4,Não sei se voltaria a comprar nesta loja face a demora pra entregar...,Positivo,8.749166,11.94552
5,Supriu minhas expectativas. É flexível e se ajusta bem ao meu celular. ,Muito Positivo,10.34685,10.136903
5,Muito obrigado,Muito Positivo,14.550728,7.2081237
1,"ninguem dar uma explicaçao eu nao seio ok fazer esta muito trasado,",Muito Negativo,9.118561,8.655637
1,Qualidade do produto péssima. Na primeira vez que fui conectar o produto no meu tablet o produto quebrou dentro. Agora fiquei no prejuízo.,Muito Negativo,9.028278,10.357704
5,Só acho que a tarifa do correio está muito cara. Estou deixando de comprar devido ao frete. Recebi o que pedi no prazo.,Muito Positivo,7.0896125,12.11279
5,O RELOGIO É LINDO SURPREENDEU MINHAS EXPECTATIVA A ENTREGA NEM SE FALA FOI PRATICAMENTE DUAS SEMANAS ANTES DA DATA PREVISTA RECOMENDO A TODOS QUE TENHAM ALGUMA DUVIDA QUE COMPREM PRODUTO EXCELENTE. ,Muito Positivo,13.057552,2.0706413
5,Produto correto e foi entregue no prazo.,Muito Positivo,15.197235,11.768644
5,"Chegou super correto, antes do prazo.",Muito Positivo,15.642905,9.517786
2,Frete muito lento! ,Negativo,12.242736,8.284974
4,Um dos itens veio assado. Como o preço do produto é muito bom optei por não devolver. Mas cabe a observação para melhorarem o controle de qualidade.,Positivo,10.101021,10.909185
1,Ainda não recebi meu produto... chateada ,Muito Negativo,9.162948,13.106253
1,"Boa noie o produto foi entregue na cor errada , eu pedi na cor preto e veio branco . Lamentavel .",Muito Negativo,7.883795,9.017253
2,"PRODUTO ENTREGUE COM AVARIA, SOLICITADO TROCA.",Negativo,12.921257,2.0030887
3,"O produto que recebi é um ""sacolão"" de plástico sem forro algum... Pelo preço era o esperado porém, se não tem forro, não deveria constar na descrição do produto.",Neutro,9.075676,10.43738
4,Entregou no prazo porém muito demorado.,Positivo,7.7114806,13.350321
5,"Recebi tudo correto, conforme o anúncio parabéns !!!!!",Muito Positivo,13.854212,6.466646
4,Produto chegou no prazo. ,Positivo,15.298052,11.877078
1,a loja cancelou a compra por motivo de não ter o produto no estoque,Muito Negativo,7.9097414,11.951576
3,"Meu otoscópio veio em uma caixa de péssima qualidade da Wellch, além de vir aberta. Produto tão mal-feito que parece até falsificado. Não veio estojo, tampouco pilhas. Péssimo. ",Neutro,9.347482,10.2996645
3,"Pedi uma capa de sofá e um jogo de toalhas, só a capa chegou, não recebi nenhum informação sobre as toalhas.
",Neutro,8.350367,9.5594225
5,Amei o produto! Lindo como na foto!,Muito Positivo,12.265433,10.293955
5,"Recebi muito rápido, produto perfeito!!",Muito Positivo,13.33715,9.659436
5,Produto bom. Chegou no prazo!,Muito Positivo,15.402773,8.734429
3,Foi entregue no prazo então tá ótimo ,Neutro,14.825084,9.26617
5,ótimo vendedor,Muito Positivo,12.595966,13.071611
5,tudo conforme o combinado.,Muito Positivo,13.577903,5.447458
5,"Recomendo para todos, não tive problema nenhum, mercadoria e prazo ótimos.",Muito Positivo,11.463463,12.048216
5,"muito bonito, ficou charmoso. Recomendo.",Muito Positivo,12.286982,7.3701506
5,Para minha cama box conjugado o tamanho foi perfeito e o produto de muita qualidade.,Muito Positivo,11.378198,9.253828
5,"Recebi no prazo e o produto é ótimo.
",Muito Positivo,13.914928,11.106055
1,AINDA NÃO RECEBI A ENCOMENDA ,Muito Negativo,13.083098,2.0956059
5,"Entregue como combinado, cuidadosamente embalado e conforme informações na respectiva página.",Muito Positivo,13.7312,8.682076
5,"Excelente produto com a entrega realizada de forma muito rápida, recomendo.",Muito Positivo,13.0793,10.002144
5,produto muito útil,Muito Positivo,13.361859,14.179372
1,Meu produto não chegou e ao rastrear aparece como erro no processo da entrega!!,Muito Negativo,8.1695175,12.44741
3,O produto ainda não foi entregue. Aguardo contato do SAC,Neutro,8.74499,12.859664
1,"Comprei 2 produtos, no entanto apenas 1 foi entregue até o momento. No aguardo do Contato da loja para acerto! ",Muito Negativo,7.348146,10.742733
5,Perfeito!!! entrega muitíssimo antes do previsto. produto muito bonito e com qualidade.,Muito Positivo,14.136183,10.414116
4,"O travesseiro vem com uma telinha costurada e não consigo vê-lo direito, contudo percebe-se que se trata realmente do produto ofertado! O gel só da um alívio no calor se você não colocar a fronha :(",Positivo,9.821741,9.762528
5,Amei super recomendo.,Muito Positivo,13.271435,7.4072576
4,Chegou antes da data prevista. Satisfeito!,Positivo,15.917768,9.282965
5,Muito bom em breve comprarei mais,Muito Positivo,12.040533,11.339171
1,Estou indignada com o descaso efetuei a compra dia 01/06/2017 e ate hoje não recebe meu produto ninguém mim ligou para mim esclarecer ou me da satisfação uma vez que ja paguei a 1 parc e vou pagar 2.,Muito Negativo,8.104641,12.123435
